treat_id,AUC,Cell,Drug,Timepoint,Method,measured_by,drug_id,cell_type1,cell_type2
SK-BR-3_PD0325901_72h_XTT_LT,1.87107670596288,SK-BR-3,PD0325901,72h,XTT,LT,PD0325901_72h_XTT_LT,solid,Breast cancer
K562_VENETOCLAX_72h_Trypan Blue_KI,0.593965388671069,K562,VENETOCLAX,72h,Trypan Blue,KI,VENETOCLAX_72h_Trypan Blue_KI,suspension,Myeloid
MV4;11_MITHRAMYCIN_72h_Trypan Blue_KI,1.043135096599621,MV4;11,MITHRAMYCIN,72h,Trypan Blue,KI,MITHRAMYCIN_72h_Trypan Blue_KI,suspension,Myeloid
SK-BR-3_DIGITOXIGENIN_72h_XTT_LT,1.231108028697166,SK-BR-3,DIGITOXIGENIN,72h,XTT,LT,DIGITOXIGENIN_72h_XTT_LT,solid,Breast cancer
SiHa_17-DMAG_72h_XTT_LT,0.7679380380667037,SiHa,17-DMAG,72h,XTT,LT,17-DMAG_72h_XTT_LT,solid,Cervix cancer
H1299_PALBOCICLIB_72h_XTT_LT,0.6901861792497995,H1299,PALBOCICLIB,72h,XTT,LT,PALBOCICLIB_72h_XTT_LT,solid,Lung cancer
SH-SY5Y_PANOBINOSTAT_72h_XTT_LT,1.511905221687962,SH-SY5Y,PANOBINOSTAT,72h,XTT,LT,PANOBINOSTAT_72h_XTT_LT,solid,Neuroblastoma
SK-OV-3_AXITINIB_72h_XTT_LT,1.061215136855761,SK-OV-3,AXITINIB,72h,XTT,LT,AXITINIB_72h_XTT_LT,solid,other
SW-480_BOSUTINIB_72h_Trypan Blue_AM,1.106851258874691,SW-480,BOSUTINIB,72h,Trypan Blue,AM,BOSUTINIB_72h_Trypan Blue_AM,solid,Colon cancer
SK-OV-3_GELDANAMYCIN_72h_XTT_LT,1.81085278464922,SK-OV-3,GELDANAMYCIN,72h,XTT,LT,GELDANAMYCIN_72h_XTT_LT,solid,other
Kelly_TOPOTECAN_72h_Resazurin_SM,0.9029496054356471,Kelly,TOPOTECAN,72h,Resazurin,SM,TOPOTECAN_72h_Resazurin_SM,solid,Neuroblastoma
786-0_VENETOCLAX_72h_XTT_LT,1.200256368357269,786-0,VENETOCLAX,72h,XTT,LT,VENETOCLAX_72h_XTT_LT,solid,Renal cancer
HCT-116_GEFITINIB_72h_XTT_LT,0.9688742627201833,HCT-116,GEFITINIB,72h,XTT,LT,GEFITINIB_72h_XTT_LT,solid,Colon cancer
K562_STAUROSPORINE_72h_Resazurin_KI,0.8991785552592574,K562,STAUROSPORINE,72h,Resazurin,KI,STAUROSPORINE_72h_Resazurin_KI,suspension,Myeloid
A549_BOSUTINIB_72h_Trypan Blue_AM,0.9214731964702011,A549,BOSUTINIB,72h,Trypan Blue,AM,BOSUTINIB_72h_Trypan Blue_AM,solid,Lung cancer
U937_SUNITINIB_72h_XTT_KI,0.9872113091526251,U937,SUNITINIB,72h,XTT,KI,SUNITINIB_72h_XTT_KI,suspension,Myeloid
THP-1_DASATINIB_72h_Trypan Blue_LT,1.342443189599867,THP-1,DASATINIB,72h,Trypan Blue,LT,DASATINIB_72h_Trypan Blue_LT,suspension,Myeloid
H1299_GELDANAMYCIN_72h_XTT_LT,1.191548824907688,H1299,GELDANAMYCIN,72h,XTT,LT,GELDANAMYCIN_72h_XTT_LT,solid,Lung cancer
K562_BOSUTINIB_72h_Trypan Blue_KI,0.4080418165207872,K562,BOSUTINIB,72h,Trypan Blue,KI,BOSUTINIB_72h_Trypan Blue_KI,suspension,Myeloid
MV4;11_VORINOSTAT_72h_Trypan Blue_KI,1.568834553924382,MV4;11,VORINOSTAT,72h,Trypan Blue,KI,VORINOSTAT_72h_Trypan Blue_KI,suspension,Myeloid
SH-SY5Y_R406_72h_Trypan Blue_LT,0.8169819640680512,SH-SY5Y,R406,72h,Trypan Blue,LT,R406_72h_Trypan Blue_LT,solid,Neuroblastoma
SK-OV-3_SORAFENIB_72h_XTT_LT,0.9036495520838048,SK-OV-3,SORAFENIB,72h,XTT,LT,SORAFENIB_72h_XTT_LT,solid,other
HL-60_IMATINIB_72h_XTT_KI,1.404572005611316,HL-60,IMATINIB,72h,XTT,KI,IMATINIB_72h_XTT_KI,suspension,Myeloid
SiHa_PALBOCICLIB_72h_XTT_LT,1.337458829351198,SiHa,PALBOCICLIB,72h,XTT,LT,PALBOCICLIB_72h_XTT_LT,solid,Cervix cancer
SK-OV-3_GEFITINIB_72h_XTT_LT,1.023922450322024,SK-OV-3,GEFITINIB,72h,XTT,LT,GEFITINIB_72h_XTT_LT,solid,other
SK-N-SH_BOSUTINIB_72h_Trypan Blue_LT,1.015214651373803,SK-N-SH,BOSUTINIB,72h,Trypan Blue,LT,BOSUTINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
MOLT-4_RAPAMYCIN_72h_XTT_KI,1.016199944550952,MOLT-4,RAPAMYCIN,72h,XTT,KI,RAPAMYCIN_72h_XTT_KI,suspension,Lymphoblastic
TE-671_DIGITOXIGENIN_72h_XTT_LT,0.7996309849306648,TE-671,DIGITOXIGENIN,72h,XTT,LT,DIGITOXIGENIN_72h_XTT_LT,solid,other
SH-SY5Y_SELUMENTINIB_72h_Resazurin_SM,0.728676551807734,SH-SY5Y,SELUMENTINIB,72h,Resazurin,SM,SELUMENTINIB_72h_Resazurin_SM,solid,Neuroblastoma
MCF-7_STAUROSPORINE_72h_Resazurin_LT,1.034070438646826,MCF-7,STAUROSPORINE,72h,Resazurin,LT,STAUROSPORINE_72h_Resazurin_LT,solid,Breast cancer
THP-1_RAPAMYCIN_72h_XTT_KI,1.232166908507261,THP-1,RAPAMYCIN,72h,XTT,KI,RAPAMYCIN_72h_XTT_KI,suspension,Myeloid
MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,0.5993611047601228,MV4;11,ULIXERTINIB,72h,Trypan Blue,KI,ULIXERTINIB_72h_Trypan Blue_KI,suspension,Myeloid
MCF-7_PD0325901_72h_Resazurin_LT,1.544556044066892,MCF-7,PD0325901,72h,Resazurin,LT,PD0325901_72h_Resazurin_LT,solid,Breast cancer
Kasumi-1_GELDANAMYCIN_72h_XTT_KI,0.4522577689888428,Kasumi-1,GELDANAMYCIN,72h,XTT,KI,GELDANAMYCIN_72h_XTT_KI,suspension,Myeloid
TE-671_DACTOLISIB_72h_XTT_LT,1.030186957149653,TE-671,DACTOLISIB,72h,XTT,LT,DACTOLISIB_72h_XTT_LT,solid,other
MOLT-4_SUNITINIB_72h_XTT_KI,1.198138752333737,MOLT-4,SUNITINIB,72h,XTT,KI,SUNITINIB_72h_XTT_KI,suspension,Lymphoblastic
LN-18_TALAZOPARIB_72h_XTT_LT,0.8077660417987667,LN-18,TALAZOPARIB,72h,XTT,LT,TALAZOPARIB_72h_XTT_LT,solid,Glioblastoma
MOLT-4_SELUMENTINIB_72h_XTT_KI,0.9823740834322013,MOLT-4,SELUMENTINIB,72h,XTT,KI,SELUMENTINIB_72h_XTT_KI,suspension,Lymphoblastic
SK-OV-3_PALBOCICLIB_72h_XTT_LT,1.608584949569684,SK-OV-3,PALBOCICLIB,72h,XTT,LT,PALBOCICLIB_72h_XTT_LT,solid,other
THP-1_ENTINOSTAT_72h_Trypan Blue_KI,1.670559168963179,THP-1,ENTINOSTAT,72h,Trypan Blue,KI,ENTINOSTAT_72h_Trypan Blue_KI,suspension,Myeloid
ACHN_DASATINIB_72h_Hoechst_AM,0.6578177795227832,ACHN,DASATINIB,72h,Hoechst,AM,DASATINIB_72h_Hoechst_AM,solid,Renal cancer
SH-SY5Y_ETOPOSIDE_72h_Resazurin_SM,1.293523175272434,SH-SY5Y,ETOPOSIDE,72h,Resazurin,SM,ETOPOSIDE_72h_Resazurin_SM,solid,Neuroblastoma
SH-SY5Y_5-AZACITIDINE_72h_XTT_LT,0.9326225421234584,SH-SY5Y,5-AZACITIDINE,72h,XTT,LT,5-AZACITIDINE_72h_XTT_LT,solid,Neuroblastoma
SK-N-AS_BAFETINIB_72h_Trypan Blue_LT,0.9964617162253404,SK-N-AS,BAFETINIB,72h,Trypan Blue,LT,BAFETINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
HL-60_PD0325901_72h_Resazurin_KI,0.613416369469717,HL-60,PD0325901,72h,Resazurin,KI,PD0325901_72h_Resazurin_KI,suspension,Myeloid
A549_DINACICLIB_72h_Resazurin_LT,1.278878412248373,A549,DINACICLIB,72h,Resazurin,LT,DINACICLIB_72h_Resazurin_LT,solid,Lung cancer
786-0_PIM447_72h_XTT_LT,1.165196248693215,786-0,PIM447,72h,XTT,LT,PIM447_72h_XTT_LT,solid,Renal cancer
SK-BR-3_DIGOXIN_72h_XTT_LT,1.423719966100063,SK-BR-3,DIGOXIN,72h,XTT,LT,DIGOXIN_72h_XTT_LT,solid,Breast cancer
SK-N-SH_VORINOSTAT_144h_Resazurin_SM,1.147793203946988,SK-N-SH,VORINOSTAT,144h,Resazurin,SM,VORINOSTAT_144h_Resazurin_SM,solid,Neuroblastoma
HCT-116_DIGOXIN_72h_XTT_LT,0.872859658706496,HCT-116,DIGOXIN,72h,XTT,LT,DIGOXIN_72h_XTT_LT,solid,Colon cancer
SK-N-SH_PACLITAXEL_144h_Resazurin_SM,0.772593834471097,SK-N-SH,PACLITAXEL,144h,Resazurin,SM,PACLITAXEL_144h_Resazurin_SM,solid,Neuroblastoma
U937_RAPAMYCIN_72h_XTT_KI,0.8140958548701412,U937,RAPAMYCIN,72h,XTT,KI,RAPAMYCIN_72h_XTT_KI,suspension,Myeloid
LN-18_ALISERTIB_72h_XTT_LT,1.736286774532217,LN-18,ALISERTIB,72h,XTT,LT,ALISERTIB_72h_XTT_LT,solid,Glioblastoma
MOLT-4_SARACATINIB_72h_Trypan Blue_KI,0.2891922903613221,MOLT-4,SARACATINIB,72h,Trypan Blue,KI,SARACATINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
SK-N-AS_DACTOLISIB_144h_Resazurin_SM,0.8504365197609366,SK-N-AS,DACTOLISIB,144h,Resazurin,SM,DACTOLISIB_144h_Resazurin_SM,solid,Neuroblastoma
TE-671_RAPAMYCIN_72h_XTT_LT,0.8713824460570541,TE-671,RAPAMYCIN,72h,XTT,LT,RAPAMYCIN_72h_XTT_LT,solid,other
786-0_5-AZACITIDINE_72h_XTT_LT,1.207059461589534,786-0,5-AZACITIDINE,72h,XTT,LT,5-AZACITIDINE_72h_XTT_LT,solid,Renal cancer
HL-60_BELINOSTAT_72h_Resazurin_KI,1.917675784395232,HL-60,BELINOSTAT,72h,Resazurin,KI,BELINOSTAT_72h_Resazurin_KI,suspension,Myeloid
K562_DECITABINE_72h_Trypan Blue_KI,1.138409020074274,K562,DECITABINE,72h,Trypan Blue,KI,DECITABINE_72h_Trypan Blue_KI,suspension,Myeloid
HCT-116_CRIZOTINIB_72h_XTT_LT,1.009232307739904,HCT-116,CRIZOTINIB,72h,XTT,LT,CRIZOTINIB_72h_XTT_LT,solid,Colon cancer
SH-SY5Y_QUIZARTINIB_72h_Trypan Blue_LT,0.977384302878518,SH-SY5Y,QUIZARTINIB,72h,Trypan Blue,LT,QUIZARTINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
SH-SY5Y_PANOBINOSTAT_72h_Hoechst_AM,1.336965440279723,SH-SY5Y,PANOBINOSTAT,72h,Hoechst,AM,PANOBINOSTAT_72h_Hoechst_AM,solid,Neuroblastoma
Kelly_PACLITAXEL_144h_Resazurin_SM,0.4809466848515134,Kelly,PACLITAXEL,144h,Resazurin,SM,PACLITAXEL_144h_Resazurin_SM,solid,Neuroblastoma
SW-480_BAFETINIB_72h_Trypan Blue_AM,1.116704218357871,SW-480,BAFETINIB,72h,Trypan Blue,AM,BAFETINIB_72h_Trypan Blue_AM,solid,Colon cancer
LN-18_BOSUTINIB_72h_Trypan Blue_LT,1.045848428566365,LN-18,BOSUTINIB,72h,Trypan Blue,LT,BOSUTINIB_72h_Trypan Blue_LT,solid,Glioblastoma
TE-671_LONAFARNIB_72h_XTT_LT,0.8467554257040212,TE-671,LONAFARNIB,72h,XTT,LT,LONAFARNIB_72h_XTT_LT,solid,other
U937_BAFETINIB_72h_Trypan Blue_KI,0.9432284837366003,U937,BAFETINIB,72h,Trypan Blue,KI,BAFETINIB_72h_Trypan Blue_KI,suspension,Myeloid
CEM-SS_SARACATINIB_72h_Trypan Blue_KI,1.514419215656801,CEM-SS,SARACATINIB,72h,Trypan Blue,KI,SARACATINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
786-0_LONAFARNIB_72h_XTT_LT,0.6938626846255687,786-0,LONAFARNIB,72h,XTT,LT,LONAFARNIB_72h_XTT_LT,solid,Renal cancer
HCT-116_BOSUTINIB_72h_XTT_LT,1.167834968501225,HCT-116,BOSUTINIB,72h,XTT,LT,BOSUTINIB_72h_XTT_LT,solid,Colon cancer
SK-OV-3_ETOMOXIR_72h_XTT_LT,1.339131640159768,SK-OV-3,ETOMOXIR,72h,XTT,LT,ETOMOXIR_72h_XTT_LT,solid,other
SK-BR-3_CURCUMIN_72h_XTT_LT,1.160477410206489,SK-BR-3,CURCUMIN,72h,XTT,LT,CURCUMIN_72h_XTT_LT,solid,Breast cancer
SK-OV-3_DACTOLISIB_72h_XTT_LT,0.7479046634164334,SK-OV-3,DACTOLISIB,72h,XTT,LT,DACTOLISIB_72h_XTT_LT,solid,other
SK-BR-3_RSL3_72h_XTT_LT,1.196851390906702,SK-BR-3,RSL3,72h,XTT,LT,RSL3_72h_XTT_LT,solid,Breast cancer
Jurkat_SARACATINIB_72h_Trypan Blue_KI,1.49906208229538,Jurkat,SARACATINIB,72h,Trypan Blue,KI,SARACATINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
HL-60_DOXORUBICIN HCL_72h_Resazurin_KI,0.3506629166820185,HL-60,DOXORUBICIN HCL,72h,Resazurin,KI,DOXORUBICIN HCL_72h_Resazurin_KI,suspension,Myeloid
U937_RSL3_72h_Trypan Blue_KI,0.7532811457534939,U937,RSL3,72h,Trypan Blue,KI,RSL3_72h_Trypan Blue_KI,suspension,Myeloid
Kelly_DASATINIB_72h_Trypan Blue_LT,0.9092379192287086,Kelly,DASATINIB,72h,Trypan Blue,LT,DASATINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
HCT-116_PD0325901_72h_XTT_LT,0.4732685354945004,HCT-116,PD0325901,72h,XTT,LT,PD0325901_72h_XTT_LT,solid,Colon cancer
CEM-SS_GELDANAMYCIN_72h_XTT_KI,1.034642592421227,CEM-SS,GELDANAMYCIN,72h,XTT,KI,GELDANAMYCIN_72h_XTT_KI,suspension,Lymphoblastic
LN-18_AXITINIB_72h_XTT_LT,1.367425258116326,LN-18,AXITINIB,72h,XTT,LT,AXITINIB_72h_XTT_LT,solid,Glioblastoma
SH-SY5Y_DACTOLISIB_72h_XTT_LT,1.099160571157292,SH-SY5Y,DACTOLISIB,72h,XTT,LT,DACTOLISIB_72h_XTT_LT,solid,Neuroblastoma
SK-BR-3_ADAVOSERTIB_72h_XTT_LT,1.289002003546114,SK-BR-3,ADAVOSERTIB,72h,XTT,LT,ADAVOSERTIB_72h_XTT_LT,solid,Breast cancer
K562_VORINOSTAT_72h_Resazurin_KI,1.442472616090721,K562,VORINOSTAT,72h,Resazurin,KI,VORINOSTAT_72h_Resazurin_KI,suspension,Myeloid
HCT-116_5-AZACITIDINE_72h_XTT_LT,1.505177422832086,HCT-116,5-AZACITIDINE,72h,XTT,LT,5-AZACITIDINE_72h_XTT_LT,solid,Colon cancer
TE671_BAFETINIB_72h_Trypan Blue_LT,0.8378202085627445,TE671,BAFETINIB,72h,Trypan Blue,LT,BAFETINIB_72h_Trypan Blue_LT,,
MV4;11_BAFETINIB_72h_Trypan Blue_KI,1.024876871228598,MV4;11,BAFETINIB,72h,Trypan Blue,KI,BAFETINIB_72h_Trypan Blue_KI,suspension,Myeloid
HepG2_R406_72h_Hoechst_AM,1.120420576486623,HepG2,R406,72h,Hoechst,AM,R406_72h_Hoechst_AM,solid,other
SiHa_VINCRISTINE_72h_XTT_LT,1.141052014969688,SiHa,VINCRISTINE,72h,XTT,LT,VINCRISTINE_72h_XTT_LT,solid,Cervix cancer
LN-18_VOLASERTIB_144h_Resazurin_BM,1.14887521541076,LN-18,VOLASERTIB,144h,Resazurin,BM,VOLASERTIB_144h_Resazurin_BM,solid,Glioblastoma
THP-1_MIDOSTAURIN_72h_Trypan Blue_KI,1.256290246430033,THP-1,MIDOSTAURIN,72h,Trypan Blue,KI,MIDOSTAURIN_72h_Trypan Blue_KI,suspension,Myeloid
SK-OV-3_BI2536_144h_Resazurin_BM,1.322019916323142,SK-OV-3,BI2536,144h,Resazurin,BM,BI2536_144h_Resazurin_BM,solid,other
HCT-116_LONAFARNIB_72h_XTT_LT,1.068141089215302,HCT-116,LONAFARNIB,72h,XTT,LT,LONAFARNIB_72h_XTT_LT,solid,Colon cancer
LN-18_DOXORUBICIN HCL_72h_H2BRuby_AM,1.141256984379701,LN-18,DOXORUBICIN HCL,72h,H2BRuby,AM,DOXORUBICIN HCL_72h_H2BRuby_AM,solid,Glioblastoma
H1299_DIGOXIN_72h_XTT_LT,1.001072727831321,H1299,DIGOXIN,72h,XTT,LT,DIGOXIN_72h_XTT_LT,solid,Lung cancer
Kelly_SORAFENIB_144h_Resazurin_SM,1.073245485962099,Kelly,SORAFENIB,144h,Resazurin,SM,SORAFENIB_144h_Resazurin_SM,solid,Neuroblastoma
Kelly_OLAPARIB_72h_Resazurin_SM,1.022290256952992,Kelly,OLAPARIB,72h,Resazurin,SM,OLAPARIB_72h_Resazurin_SM,solid,Neuroblastoma
SK-OV-3_BOSUTINIB_72h_Trypan Blue_AM,0.8696556857308976,SK-OV-3,BOSUTINIB,72h,Trypan Blue,AM,BOSUTINIB_72h_Trypan Blue_AM,solid,other
UKE-1_5-AZACITIDINE_72h_Trypan Blue_KI,0.9361874227900325,UKE-1,5-AZACITIDINE,72h,Trypan Blue,KI,5-AZACITIDINE_72h_Trypan Blue_KI,suspension,Myeloid
HCT-116_BOSUTINIB_72h_Trypan Blue_AM,1.116483635199774,HCT-116,BOSUTINIB,72h,Trypan Blue,AM,BOSUTINIB_72h_Trypan Blue_AM,solid,Colon cancer
786-0_GELDANAMYCIN_72h_XTT_LT,1.541904020870657,786-0,GELDANAMYCIN,72h,XTT,LT,GELDANAMYCIN_72h_XTT_LT,solid,Renal cancer
SH-SY5Y_PACLITAXEL_72h_Resazurin_SM,2.278093657936215,SH-SY5Y,PACLITAXEL,72h,Resazurin,SM,PACLITAXEL_72h_Resazurin_SM,solid,Neuroblastoma
MV4;11_BOSUTINIB_72h_Trypan Blue_KI,0.970774529491895,MV4;11,BOSUTINIB,72h,Trypan Blue,KI,BOSUTINIB_72h_Trypan Blue_KI,suspension,Myeloid
HCT-116_RAPAMYCIN_72h_XTT_LT,1.117582081914031,HCT-116,RAPAMYCIN,72h,XTT,LT,RAPAMYCIN_72h_XTT_LT,solid,Colon cancer
TE-671_TALAZOPARIB_72h_XTT_LT,0.9347563782141026,TE-671,TALAZOPARIB,72h,XTT,LT,TALAZOPARIB_72h_XTT_LT,solid,other
Kasumi-1_SELUMENTINIB_72h_XTT_KI,0.8790836916164807,Kasumi-1,SELUMENTINIB,72h,XTT,KI,SELUMENTINIB_72h_XTT_KI,suspension,Myeloid
LN-18_GEFITINIB_72h_Hoechst_AM,1.171064724778599,LN-18,GEFITINIB,72h,Hoechst,AM,GEFITINIB_72h_Hoechst_AM,solid,Glioblastoma
SK-N-SH_TOPOTECAN_72h_Resazurin_SM,0.4766801775077085,SK-N-SH,TOPOTECAN,72h,Resazurin,SM,TOPOTECAN_72h_Resazurin_SM,solid,Neuroblastoma
Kelly_JQ1_144h_Resazurin_SM,1.303684664977326,Kelly,JQ1,144h,Resazurin,SM,JQ1_144h_Resazurin_SM,solid,Neuroblastoma
SW-480_DASATINIB_72h_Trypan Blue_AM,1.255055353605292,SW-480,DASATINIB,72h,Trypan Blue,AM,DASATINIB_72h_Trypan Blue_AM,solid,Colon cancer
Jurkat_DASATINIB_72h_Trypan Blue_KI,1.271139195354416,Jurkat,DASATINIB,72h,Trypan Blue,KI,DASATINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
SH-SY5Y_RUXOLITINIB_72h_Resazurin_SM,1.21915428226366,SH-SY5Y,RUXOLITINIB,72h,Resazurin,SM,RUXOLITINIB_72h_Resazurin_SM,solid,Neuroblastoma
LN-18_PANOBINOSTAT_72h_H2BRuby_AM,1.58379717910741,LN-18,PANOBINOSTAT,72h,H2BRuby,AM,PANOBINOSTAT_72h_H2BRuby_AM,solid,Glioblastoma
MOLT-4_RSL3_72h_Trypan Blue_KI,1.400835023501647,MOLT-4,RSL3,72h,Trypan Blue,KI,RSL3_72h_Trypan Blue_KI,suspension,Lymphoblastic
SK-OV-3_DASATINIB_72h_H2BRuby_AM,0.950093162146178,SK-OV-3,DASATINIB,72h,H2BRuby,AM,DASATINIB_72h_H2BRuby_AM,solid,other
Kelly_VORINOSTAT_144h_Resazurin_SM,1.184360553050609,Kelly,VORINOSTAT,144h,Resazurin,SM,VORINOSTAT_144h_Resazurin_SM,solid,Neuroblastoma
SK-N-AS_OLAPARIB_72h_Resazurin_SM,0.9199425671555321,SK-N-AS,OLAPARIB,72h,Resazurin,SM,OLAPARIB_72h_Resazurin_SM,solid,Neuroblastoma
SK-OV-3_PANOBINOSTAT_72h_H2BRuby_AM,1.10396914425097,SK-OV-3,PANOBINOSTAT,72h,H2BRuby,AM,PANOBINOSTAT_72h_H2BRuby_AM,solid,other
SiHa_PIM447_72h_XTT_LT,0.9922292569564162,SiHa,PIM447,72h,XTT,LT,PIM447_72h_XTT_LT,solid,Cervix cancer
H1299_BOSUTINIB_72h_Trypan Blue_AM,1.014862574906131,H1299,BOSUTINIB,72h,Trypan Blue,AM,BOSUTINIB_72h_Trypan Blue_AM,solid,Lung cancer
SK-BR-3_5-AZACITIDINE_72h_XTT_LT,1.340101416753303,SK-BR-3,5-AZACITIDINE,72h,XTT,LT,5-AZACITIDINE_72h_XTT_LT,solid,Breast cancer
LN-18_17-DMAG_72h_XTT_LT,1.167006187463436,LN-18,17-DMAG,72h,XTT,LT,17-DMAG_72h_XTT_LT,solid,Glioblastoma
A549_GEFITINIB_72h_Resazurin_LT,0.9939762891813575,A549,GEFITINIB,72h,Resazurin,LT,GEFITINIB_72h_Resazurin_LT,solid,Lung cancer
Kelly_ADAVOSERTIB_144h_Resazurin_SM,1.289150654336349,Kelly,ADAVOSERTIB,144h,Resazurin,SM,ADAVOSERTIB_144h_Resazurin_SM,solid,Neuroblastoma
SW-620_DASATINIB_72h_Trypan Blue_AM,1.12198008300126,SW-620,DASATINIB,72h,Trypan Blue,AM,DASATINIB_72h_Trypan Blue_AM,solid,Colon cancer
LN-18_DOXORUBICIN HCL_72h_Trypan Blue_AM,0.4703764190252731,LN-18,DOXORUBICIN HCL,72h,Trypan Blue,AM,DOXORUBICIN HCL_72h_Trypan Blue_AM,solid,Glioblastoma
SK-OV-3_ALISERTIB_72h_XTT_LT,1.692040429539014,SK-OV-3,ALISERTIB,72h,XTT,LT,ALISERTIB_72h_XTT_LT,solid,other
A549_BELINOSTAT_72h_Resazurin_LT,0.4496831345425398,A549,BELINOSTAT,72h,Resazurin,LT,BELINOSTAT_72h_Resazurin_LT,solid,Lung cancer
TE-671_OLAPARIB_72h_XTT_LT,0.8028643434415332,TE-671,OLAPARIB,72h,XTT,LT,OLAPARIB_72h_XTT_LT,solid,other
LN-18_RAPAMYCIN_72h_XTT_LT,0.6528801134419099,LN-18,RAPAMYCIN,72h,XTT,LT,RAPAMYCIN_72h_XTT_LT,solid,Glioblastoma
K562_WORTMANNIN_72h_Resazurin_KI,0.8582667013652382,K562,WORTMANNIN,72h,Resazurin,KI,WORTMANNIN_72h_Resazurin_KI,suspension,Myeloid
Jurkat_BOSUTINIB_72h_Trypan Blue_KI,1.100971105880543,Jurkat,BOSUTINIB,72h,Trypan Blue,KI,BOSUTINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
Kelly_RUXOLITINIB_72h_Resazurin_SM,1.176709808820371,Kelly,RUXOLITINIB,72h,Resazurin,SM,RUXOLITINIB_72h_Resazurin_SM,solid,Neuroblastoma
HCT-116_17-DMAG_72h_XTT_LT,1.275171363951699,HCT-116,17-DMAG,72h,XTT,LT,17-DMAG_72h_XTT_LT,solid,Colon cancer
HL-60_ENTRECTINIB_72h_Resazurin_KI,1.866506650294073,HL-60,ENTRECTINIB,72h,Resazurin,KI,ENTRECTINIB_72h_Resazurin_KI,suspension,Myeloid
A431_PRT062607_72h_Hoechst_AM,1.43154847118085,A431,PRT062607,72h,Hoechst,AM,PRT062607_72h_Hoechst_AM,solid,other
THP-1_SARACATINIB_72h_Trypan Blue_KI,1.388592822603166,THP-1,SARACATINIB,72h,Trypan Blue,KI,SARACATINIB_72h_Trypan Blue_KI,suspension,Myeloid
MOLT-4_5-AZACITIDINE_72h_Trypan Blue_KI,0.5923094995206217,MOLT-4,5-AZACITIDINE,72h,Trypan Blue,KI,5-AZACITIDINE_72h_Trypan Blue_KI,suspension,Lymphoblastic
HL-60_FCCP_72h_Trypan Blue_KI,1.076481451804986,HL-60,FCCP,72h,Trypan Blue,KI,FCCP_72h_Trypan Blue_KI,suspension,Myeloid
THP-1_DECITABINE_72h_Trypan Blue_KI,0.5526679008300729,THP-1,DECITABINE,72h,Trypan Blue,KI,DECITABINE_72h_Trypan Blue_KI,suspension,Myeloid
MV4;11_VORINOSTAT_72h_Resazurin_KI,1.656991009431252,MV4;11,VORINOSTAT,72h,Resazurin,KI,VORINOSTAT_72h_Resazurin_KI,suspension,Myeloid
SH-SY5Y_VENETOCLAX_144h_Resazurin_SM,0.8149917507514106,SH-SY5Y,VENETOCLAX,144h,Resazurin,SM,VENETOCLAX_144h_Resazurin_SM,solid,Neuroblastoma
LN-18_OLAPARIB_72h_XTT_LT,0.8729408122913275,LN-18,OLAPARIB,72h,XTT,LT,OLAPARIB_72h_XTT_LT,solid,Glioblastoma
H1299_5-AZACITIDINE_72h_XTT_LT,1.490564461045552,H1299,5-AZACITIDINE,72h,XTT,LT,5-AZACITIDINE_72h_XTT_LT,solid,Lung cancer
THP-1_VENETOCLAX_72h_Trypan Blue_KI,0.9187973323328483,THP-1,VENETOCLAX,72h,Trypan Blue,KI,VENETOCLAX_72h_Trypan Blue_KI,suspension,Myeloid
MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,1.134243972774989,MOLT-4,ULIXERTINIB,72h,Trypan Blue,KI,ULIXERTINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
SH-SY5Y_SPERMIDINE_72h_XTT_LT,0.7197233546212998,SH-SY5Y,SPERMIDINE,72h,XTT,LT,SPERMIDINE_72h_XTT_LT,solid,Neuroblastoma
HL-60_GELDANAMYCIN_72h_Resazurin_KI,0.8678959825301824,HL-60,GELDANAMYCIN,72h,Resazurin,KI,GELDANAMYCIN_72h_Resazurin_KI,suspension,Myeloid
SiHa_SARACATINIB_72h_Hoechst_AM,1.646689239897959,SiHa,SARACATINIB,72h,Hoechst,AM,SARACATINIB_72h_Hoechst_AM,solid,Cervix cancer
K562_SUNITINIB_72h_Trypan Blue_KI,1.40762527546156,K562,SUNITINIB,72h,Trypan Blue,KI,SUNITINIB_72h_Trypan Blue_KI,suspension,Myeloid
HL-60_RETINOIC ACID_72h_Resazurin_KI,1.167820408375563,HL-60,RETINOIC ACID,72h,Resazurin,KI,RETINOIC ACID_72h_Resazurin_KI,suspension,Myeloid
SK-OV-3_ETOPOSIDE_72h_XTT_LT,2.385124653294701,SK-OV-3,ETOPOSIDE,72h,XTT,LT,ETOPOSIDE_72h_XTT_LT,solid,other
